0.8,PET,2.0,19:31:45
1.0,FERRO,0.7,19:31:45
1.0,PLÁSTICO DURO,0.7,19:31:45
0.45,LATINHA,2.25,19:31:45
0.185,COBRE 3,2.96,19:31:45
12.5,FERRO,8.75,19:36:40
13.0,PLÁSTICO DURO,9.1,19:36:40
12.0,PET,30.0,19:36:40
4.5,BLOCO,11.25,19:36:40
3.0,LATINHA,15.0,19:36:40
0.5,METAL,6.0,19:36:40
0.3,BATERIA,0.9,19:36:40
1.3,COBRE 3,20.8,19:41:54
0.8,PET,2.0,19:44:27
2.0,PLÁSTICO DURO,1.4,19:44:27
0.4,PP PRETO,0.2,19:44:27
2.0,FERRO,1.4,19:44:27
1.1,PLÁSTICO DURO,0.77,20:11:56
2.0,PP PRETO,1.0,20:11:56
1.3,LATINHA,6.5,20:14:03
3.15,PET,7.88,20:14:03
0.2,LATINHA,1.0,20:21:00
0.1,COBRE 3,1.6,20:21:00
40.0,FERRO,28.0,20:27:28
1.0,AÇO,3.0,20:27:28
3.0,PERFIL PINTADO,21.0,20:27:28
4.5,PLÁSTICO DURO,3.15,20:29:40
0.7,PET,1.75,20:29:40
2.0,FERRO,1.4,20:29:40
0.2,LATINHA,1.0,20:29:40
36.0,PAPELÃO,5.4,20:32:24
7.0,PET,17.5,20:32:24
6.5,PLÁSTICO DURO,4.55,20:32:24
1.3,PET,3.25,20:34:56
1.1,PLÁSTICO DURO,0.77,20:34:56
0.25,LATINHA,1.25,20:34:56
4.0,FERRO,2.8,20:34:56
1.5,PLÁSTICO DURO,1.05,20:38:17
26.0,FERRO,18.2,20:38:17
2.5,PET,6.25,20:38:17
0.5,LATINHA,2.5,20:38:17
3.0,PP PRETO,1.5,20:47:21
2.0,PET,5.0,20:47:21
1.0,LATINHA,5.0,20:47:21
0.1,COBRE 3,1.6,20:51:49
0.8,COBRE 2,20.8,21:09:59
1.085,METAL,13.02,21:13:48
1.8,PANELA SUJA,9.0,21:34:30
0.8,FERRO,0.56,21:34:30
2.6,PLÁSTICO DURO,1.82,21:59:22
1.3,METAL,15.6,21:59:22
8.0,FERRO,5.6,21:59:22
1.2,PERFIL PINTADO,8.4,21:59:22
2.1,PET,5.25,21:59:22
1.1,LATINHA,5.5,21:59:22
1.2,LATINHA,6.0,21:59:22
0.9,PET,2.25,22:03:33
0.3,LATINHA,1.5,22:03:33
1.4,PLÁSTICO DURO,0.98,22:03:33
7.5,PVC,5.25,22:07:15
0.75,PET,1.88,22:07:15
0.4,LATINHA,2.0,22:07:15
2.0,FERRO,1.4,22:28:28
0.4,LATINHA,2.0,22:28:28
2.0,PLÁSTICO DURO,1.4,22:28:28
2.0,PP PRETO,1.0,22:28:28
3.2,PET,8.0,22:28:28
1.5,FERRO,1.05,22:28:28
0.6,LATINHA,3.0,22:40:12
0.14,PET,0.35,22:40:12
1.0,FERRO,0.7,22:40:12
0.325,PLÁSTICO DURO,0.23,22:40:12
